year,state,state_po,candidate,party,candidatevotes,totalvotes
2000,Missouri,MO,"Phillips, Howard",constitution party,1957,2359892
2000,Missouri,MO,"Hagelin, John",natural law,1104,2359892
2000,Montana,MT,"Bush, George W.",republican,240178,410986
2000,Montana,MT,"Gore, Al",democrat,137126,410986
2000,Montana,MT,"Nader, Ralph",green,24437,410986
2000,Montana,MT,"Buchanan, Patrick """"Pat""""",reform party,5697,410986
2000,Montana,MT,"Browne, Harry",libertarian,1718,410986
2000,Montana,MT,"Phillips, Howard",constitution party,1155,410986
2000,Montana,MT,"Hagelin, John",natural law,675,410986
2000,Nebraska,NE,"Bush, George W.",republican,433862,697019
2000,Nebraska,NE,"Gore, Al",democrat,231780,697019
2000,Nebraska,NE,"Nader, Ralph",green,24540,697019
2000,Nebraska,NE,,nominated by petition,4114,697019
2000,Nebraska,NE,"Browne, Harry",libertarian,2245,697019
2000,Nebraska,NE,,natural law,478,967019
2000,Nevada,NV,"Bush, George W.",republican,301575,609426
2000,Nevada,NV,"Gore, Al",democrat,279978,609426
2000,Nevada,NV,"Nader, Ralph",green,15008,609426
2000,Nevada,NV,"Buchanan, Patrick """"Pat""""",citizens first,4747,609426
2000,Nevada,NV,None Of These Candidates,,3315,609426
2000,Nevada,NV,"Browne, Harry",libertarian,3311,609426
2000,Nevada,NV,"Phillips, Howard",independent american,621,609426
2000,Nevada,NV,"Hagelin, John",natural law,415,609426
2000,Nevada,NV,Blank Vote,,282,609426
2000,Nevada,NV,Over Vote,,174,609426
2000,New Hampshire,NH,"Bush, George W.",republican,273559,569081
2000,New Hampshire,NH,"Gore, Al",democrat,266348,569081
2000,New Hampshire,NH,"Nader, Ralph",green,22198,569081
2000,New Hampshire,NH,"Browne, Harry",libertarian,2757,569081
2000,New Hampshire,NH,"Buchanan, Patrick """"Pat""""",independence,2615,569081
2000,New Hampshire,NH,,,1276,569081
2000,New Hampshire,NH,,constitution party,328,569081
2000,New Jersey,NJ,"Gore, Al",democrat,1788850,3187226
2000,New Jersey,NJ,"Bush, George W.",republican,1284173,3187226
2000,New Jersey,NJ,,independent,114203,3187226
2000,New Mexico,NM,"Gore, Al",democrat,286783,598605
2000,New Mexico,NM,"Bush, George W.",republican,286417,598605
2000,New Mexico,NM,"Nader, Ralph",green,21251,598605
2000,New Mexico,NM,"Browne, Harry",libertarian,2058,598605
2000,New Mexico,NM,"Buchanan, Patrick """"Pat""""",reform party,1392,598605
2000,New Mexico,NM,"Hagelin, John",natural law,361,598605
2000,New Mexico,NM,"Phillips, Howard",constitution party,343,598605
2000,New York,NY,"Gore, Al",democrat,3942215,6960215
2000,New York,NY,"Bush, George W.",republican,2258577,6960215
2000,New York,NY,"Nader, Ralph",green,244030,6960215
2000,New York,NY,"Bush, George W.",conservative,144797,6960215
2000,New York,NY,Blank Vote/Scattering,,138216,6960215
2000,New York,NY,"Gore, Al",working families,88395,6960215
2000,New York,NY,"Gore, Al",liberal party,77087,6960215
2000,New York,NY,"Buchanan, Patrick """"Pat""""",right-to-life,25175,6960215
2000,New York,NY,"Hagelin, John",independence,24361,6960215
2000,New York,NY,"Browne, Harry",libertarian,7649,6960215
2000,New York,NY,"Buchanan, Patrick """"Pat""""",reform party,6424,6960215
2000,New York,NY,"Harris, James",socialist workers,1789,6960215
2000,New York,NY,"Phillips, Howard",constitution party,1498,6960215
2000,New York,NY,,socialist,2,6960215
2000,North Carolina,NC,"Bush, George W.",republican,1631163,2914990
2000,North Carolina,NC,"Gore, Al",democrat,1257692,2914990
2000,North Carolina,NC,"Browne, Harry",libertarian,13891,2914990
2000,North Carolina,NC,"Buchanan, Patrick """"Pat""""",reform party,8874,2914990
2000,North Carolina,NC,Not Designated,socialist,3370,2914990
2000,North Dakota,ND,"Bush, George W.",republican,174852,288256
2000,North Dakota,ND,"Gore, Al",democrat,95284,288256
2000,North Dakota,ND,,independent,10459,288256
2000,North Dakota,ND,"Buchanan, Patrick """"Pat""""",reform party,7288,288256
2000,North Dakota,ND,"Phillips, Howard",constitution party,373,288256
2000,Ohio,OH,"Bush, George W.",republican,2350363,4701998
2000,Ohio,OH,"Gore, Al",democrat,2183628,4701998
2000,Ohio,OH,Not Designated,,148353,4701998
2000,Ohio,OH,"Browne, Harry",libertarian,13473,4701998
2000,Ohio,OH,"Hagelin, John",natural law,6181,4701998
2000,Oklahoma,OK,"Bush, George W.",republican,744337,1234229
2000,Oklahoma,OK,"Gore, Al",democrat,474276,1234229
2000,Oklahoma,OK,"Buchanan, Patrick """"Pat""""",reform party,9014,1234229
2000,Oklahoma,OK,"Browne, Harry",libertarian,6602,1234229
2000,Oregon,OR,"Gore, Al",democrat,720342,1533950
2000,Oregon,OR,"Bush, George W.",republican,713577,1533950
2000,Oregon,OR,"Nader, Ralph",green,77357,1533950
2000,Oregon,OR,"Browne, Harry",libertarian,7447,1533950
2000,Oregon,OR,"Buchanan, Patrick """"Pat""""",independent,7063,1533950
2000,Oregon,OR,Other,,3401,1533950
2000,Oregon,OR,"Buchanan, Patrick """"Pat""""",reform party,2574,1533950
2000,Oregon,OR,"Phillips, Howard",constitution party,2189,1533950
2000,Pennsylvania,PA,"Gore, Al",democrat,2485967,4912185
2000,Pennsylvania,PA,"Bush, George W.",republican,2281127,4912185
2000,Pennsylvania,PA,"Nader, Ralph",green,103392,4912185
2000,Pennsylvania,PA,"Buchanan, Patrick """"Pat""""",reform party,16023,4912185
2000,Pennsylvania,PA,"Phillips, Howard",constitution party,14428,4912185
2000,Pennsylvania,PA,"Browne, Harry",libertarian,11248,4912185
2000,Rhode Island,RI,"Gore, Al",democrat,249508,409112
2000,Rhode Island,RI,"Bush, George W.",republican,130555,409112
2000,Rhode Island,RI,"Nader, Ralph",green,25052,409112
2000,Rhode Island,RI,"Buchanan, Patrick """"Pat""""",reform party,2273,409112
2000,Rhode Island,RI,"Browne, Harry",libertarian,742,409112
2000,Rhode Island,RI,,,329,409112
2000,Rhode Island,RI,"Hagelin, John",natural law,271,409112
2000,Rhode Island,RI,"Moorehead, Monica",workers world,199,409112
2000,Rhode Island,RI,"Phillips, Howard",constitution party,97,409112
2000,Rhode Island,RI,,socialist,52,409112
2000,Rhode Island,RI,,socialist workers,34,409112
2000,South Carolina,SC,"Bush, George W.",republican,786892,1383902
2000,South Carolina,SC,"Gore, Al",democrat,566037,1383902
2000,South Carolina,SC,"Nader, Ralph",united citizens,20279,1383902
2000,South Carolina,SC,"Browne, Harry",libertarian,4760,1383902
2000,South Carolina,SC,"Buchanan, Patrick """"Pat""""",reform party,3309,1383902
2000,South Carolina,SC,,constitution party,1682,1383902
2000,South Carolina,SC,"Hagelin, John",natural law,943,1383902
2000,South Dakota,SD,"Bush, George W.",republican,190700,316269
2000,South Dakota,SD,"Gore, Al",democrat,118804,316269
2000,South Dakota,SD,"Buchanan, Patrick """"Pat""""",reform party,3322,316269
2000,South Dakota,SD,"Phillips, Howard",independent,1781,316269
2000,South Dakota,SD,"Browne, Harry",libertarian,1662,316269
2000,Tennessee,TN,"Bush, George W.",republican,1061949,2076181
2000,Tennessee,TN,"Gore, Al",democrat,981720,2076181
2000,Tennessee,TN,,independent,32084,2076181
2000,Tennessee,TN,,,428,2076181
2000,Texas,TX,"Bush, George W.",republican,3799639,6407637
2000,Texas,TX,"Gore, Al",democrat,2433746,6407637
2000,Texas,TX,"Nader, Ralph",green,137994,6407637
2000,Texas,TX,"Browne, Harry",libertarian,23160,6407637
2000,Texas,TX,,independent,12394,6407637
2000,Texas,TX,,,704,6407637
2000,Utah,UT,"Bush, George W.",republican,515096,770754
2000,Utah,UT,"Gore, Al",democrat,203053,770754
2000,Utah,UT,"Nader, Ralph",green,35850,770754
2000,Utah,UT,"Buchanan, Patrick """"Pat""""",reform party,9319,770754
2000,Utah,UT,"Browne, Harry",libertarian,3616,770754
2000,Utah,UT,"Phillips, Howard",independent american,2709,770754
2000,Utah,UT,"Hagelin, John",natural law,763,770754
2000,Utah,UT,"Harris, James",socialist workers,186,770754
2000,Utah,UT,,no party affiliation,161,770754
2000,Utah,UT,,,1,770754
2000,Vermont,VT,"Gore, Al",democrat,149022,294308
2000,Vermont,VT,"Bush, George W.",republican,119775,294308
2000,Vermont,VT,"Nader, Ralph",progressive/green,20374,294308
2000,Vermont,VT,"Buchanan, Patrick """"Pat""""",reform party,2192,294308
2000,Vermont,VT,"Dennis """"Denny"""", Lane",vermont grassroots,1044,294308
2000,Vermont,VT,"Browne, Harry",libertarian,784,294308
2000,Vermont,VT,,,514,294308
2000,Vermont,VT,"Hagelin, John",natural law,219,294308
2000,Vermont,VT,"McReynolds, David",liberty union party,161,294308
2000,Vermont,VT,"Phillips, Howard",constitution party,153,294308
2000,Vermont,VT,"Harris, James",socialist workers,70,294308
2000,Virginia,VA,"Bush, George W.",republican,1437490,2739447
2000,Virginia,VA,"Gore, Al",democrat,1217290,2739447
2000,Virginia,VA,"Nader, Ralph",green,59398,2739447
2000,Virginia,VA,"Browne, Harry",libertarian,15198,2739447
2000,Virginia,VA,"Buchanan, Patrick """"Pat""""",reform party,5455,2739447
2000,Virginia,VA,,,2807,2739447
2000,Virginia,VA,"Phillips, Howard",conservative,1809,2739447
2000,Washington,WA,"Gore, Al",democrat,1247652,2487433
2000,Washington,WA,"Bush, George W.",republican,1108864,2487433
2000,Washington,WA,"Nader, Ralph",green,103002,2487433
2000,Washington,WA,"Browne, Harry",libertarian,13135,2487433
2000,Washington,WA,"Buchanan, Patrick """"Pat""""",freedom,7171,2487433
2000,Washington,WA,"Hagelin, John",natural law,2927,2487433
2000,Washington,WA,"Phillips, Howard",constitution party,1989,2487433
2000,Washington,WA,"Moorehead, Monica",workers world,1729,2487433
2000,Washington,WA,"McReynolds, David",socialist,660,2487433
2000,Washington,WA,"Harris, James",socialist workers,304,2487433
2000,West Virginia,WV,"Bush, George W.",republican,336475,648124
2000,West Virginia,WV,"Gore, Al",democrat,295497,648124
2000,West Virginia,WV,"Nader, Ralph",green,10680,648124
2000,West Virginia,WV,"Buchanan, Patrick """"Pat""""",reform party,3169,648124
2000,West Virginia,WV,"Browne, Harry",libertarian,1912,648124
2000,West Virginia,WV,"Hagelin, John",natural law,367,648124
2000,West Virginia,WV,,,24,648124
2000,Wisconsin,WI,"Gore, Al",democrat,1242987,2598607
2000,Wisconsin,WI,"Bush, George W.",republican,1237279,2598607
2000,Wisconsin,WI,"Nader, Ralph",green,94070,2598607
2000,Wisconsin,WI,,independent,13693,2598607
2000,Wisconsin,WI,"Browne, Harry",libertarian,6640,2598607
2000,Wisconsin,WI,,constitution party,2042,2598607
2000,Wisconsin,WI,Scattering,,1896,2598607
2000,Wyoming,WY,"Bush, George W.",republican,147947,213726
2000,Wyoming,WY,"Gore, Al",democrat,60481,213726
2000,Wyoming,WY,"Buchanan, Patrick """"Pat""""",reform party,2724,213726
2000,Wyoming,WY,"Browne, Harry",libertarian,1443,213726
2000,Wyoming,WY,"Phillips, Howard",independent,720,213726
2000,Wyoming,WY,"Hagelin, John",natural law,411,213726
2004,Alabama,AL,"Bush, George W.",republican,1176394,1883415
2004,Alabama,AL,"Kerry, John",democrat,693933,1883415
2004,Alabama,AL,Other,independent,12190,1883415
2004,Alabama,AL,Other,,898,1883415
2004,Alaska,AK,"Bush, George W.",republican,190889,312598
2004,Alaska,AK,"Kerry, John",democrat,111025,312598
2004,Alaska,AK,"Nader, Ralph",populist,5069,312598
2004,Alaska,AK,"Peroutka, Michael",alaskan independence party,2092,312598
2004,Alaska,AK,"Badnarik, Michael",libertarian,1675,312598
2004,Alaska,AK,"Cobb, David",green,1058,312598
2004,Alaska,AK,Other,,790,312598
2004,Arizona,AZ,"Bush, George W.",republican,1104294,2012585
2004,Arizona,AZ,"Kerry, John",democrat,893524,2012585
2004,Arizona,AZ,"Badnarik, Michael",libertarian,11856,2012585
2004,Arizona,AZ,Other,,2911,2012585
2004,Arkansas,AR,"Bush, George W.",republican,572898,1054945
2004,Arkansas,AR,"Kerry, John",democrat,469953,1054945
2004,Arkansas,AR,"Nader, Ralph",populist,6171,1054945
2004,Arkansas,AR,"Badnarik, Michael",libertarian,2352,1054945
2004,Arkansas,AR,"Peroutka, Michael",constitution party,2083,1054945
2004,Arkansas,AR,"Cobb, David",green,1488,1054945
2004,California,CA,"Kerry, John",democrat,6745485,12421353
2004,California,CA,"Bush, George W.",republican,5509826,12421353
2004,California,CA,"Badnarik, Michael",libertarian,50165,12421353
2004,California,CA,"Cobb, David",green,40771,12421353
2004,California,CA,"Peltier, Leonard",peace & freedom,27607,12421353
2004,California,CA,"Peroutka, Michael",american independent party,26645,12421353
2004,California,CA,Other,,20854,12421353
2004,Colorado,CO,"Bush, George W.",republican,1101255,2129630
2004,Colorado,CO,"Kerry, John",democrat,1001732,2129630
2004,Colorado,CO,"Nader, Ralph",reform party,12718,2129630
2004,Colorado,CO,"Badnarik, Michael",libertarian,7664,2129630
2004,Colorado,CO,"Peroutka, Michael",american constitution party,2562,2129630
2004,Colorado,CO,"Cobb, David",green,1591,2129630
2004,Colorado,CO,"Andress, Stanford",unaffiliated,804,2129630
2004,Colorado,CO,"Amondson, Gene",concerns of people,378,2129630
2004,Colorado,CO,"Van Auken, Bill",socialist equality party,329,2129630
2004,Colorado,CO,"Calero, Roger",socialist workers,241,2129630
2004,Colorado,CO,"Brown, Walt",socialist,216,2129630
2004,Colorado,CO,"Dodge, Earl",prohibition,140,2129630
2004,Connecticut,CT,"Kerry, John",democrat,857488,1578769
2004,Connecticut,CT,"Bush, George W.",republican,693826,1578769
2004,Connecticut,CT,"Nader, Ralph",petitioning candidate,12969,1578769
2004,Connecticut,CT,"Cobb, David",green,9564,1578769
2004,Connecticut,CT,"Badnarik, Michael",libertarian,3367,1578769
2004,Connecticut,CT,"Peroutka, Michael",concerned citizens,1543,1578769
2004,Connecticut,CT,"Calero, Roger",socialist workers,12,1578769
2004,Delaware,DE,"Kerry, John",democrat,200152,375190
2004,Delaware,DE,"Bush, George W.",republican,171660,375190
2004,Delaware,DE,"Nader, Ralph",independent,2153,375190
2004,Delaware,DE,"Badnarik, Michael",libertarian,586,375190
2004,Delaware,DE,"Peroutka, Michael",constitution party,289,375190
2004,Delaware,DE,"Cobb, David",green,250,375190
2004,Delaware,DE,"Brown, Walt",natural law,100,375190
2004,District of Columbia,DC,"Kerry, John",democrat,202970,227586
2004,District of Columbia,DC,"Bush, George W.",republican,21256,227586
2004,District of Columbia,DC,"Nader, Ralph",independent,1485,227586
2004,District of Columbia,DC,"Cobb, David",d.c. statehood green,737,227586
2004,District of Columbia,DC,Others,,506,227586
2004,District of Columbia,DC,"Badnarik, Michael",libertarian,502,227586
2004,District of Columbia,DC,"Calero, Roger",socialist workers,130,227586
2004,Florida,FL,"Bush, George W.",republican,3964522,7609810
2004,Florida,FL,"Kerry, John",democrat,3583544,7609810
2004,Florida,FL,"Nader, Ralph",reform party,32971,7609810
2004,Florida,FL,"Badnarik, Michael",libertarian,11996,7609810
2004,Florida,FL,"Peroutka, Michael",constitution party of florida,6626,7609810
2004,Florida,FL,"Cobb, David",green,3917,7609810
2004,Florida,FL,"Brown, Walt",socialist party of florida,3502,7609810
2004,Florida,FL,"Calero, Roger",socialist workers,2732,7609810
2004,Georgia,GA,"Bush, George W.",republican,1914254,3301875
2004,Georgia,GA,"Kerry, John",democrat,1366149,3301875
2004,Georgia,GA,"Badnarik, Michael",libertarian,18387,3301875
2004,Georgia,GA,Other,,3085,3301875
2004,Hawaii,HI,"Kerry, John",democrat,231708,429013
2004,Hawaii,HI,"Bush, George W.",republican,194191,429013
2004,Hawaii,HI,"Cobb, David",green,1737,429013
2004,Hawaii,HI,"Badnarik, Michael",libertarian,1377,429013
2004,Idaho,ID,"Bush, George W.",republican,409235,598376
2004,Idaho,ID,"Kerry, John",democrat,181098,598376
2004,Idaho,ID,"Badnarik, Michael",libertarian,3844,598376
2004,Idaho,ID,"Peroutka, Michael",constitution party,3084,598376
2004,Idaho,ID,"Nader, Ralph",independent,1115,598376
2004,Illinois,IL,"Kerry, John",democrat,2891550,5274322
2004,Illinois,IL,"Bush, George W.",republican,2345946,5274322
2004,Illinois,IL,"Badnarik, Michael",libertarian,32442,5274322
2004,Illinois,IL,Other,,4384,5274322
2004,Indiana,IN,"Bush, George W.",republican,1479438,2468002
2004,Indiana,IN,"Kerry, John",democrat,969011,2468002
2004,Indiana,IN,"Badnarik, Michael",libertarian,18058,2468002
2004,Indiana,IN,Other,,1495,2468002
2004,Iowa,IA,"Bush, George W.",republican,751957,1506908
2004,Iowa,IA,"Kerry, John",democrat,741898,1506908
2004,Iowa,IA,Other,,6149,1506908
2004,Iowa,IA,"Badnarik, Michael",libertarian,2992,1506908
2004,Iowa,IA,"Peroutka, Michael",constitution party,1304,1506908
2004,Iowa,IA,"Cobb, David",green,1141,1506908
2004,Iowa,IA,Other,,1094,1506908
2004,Iowa,IA,"Calero, Roger",socialist workers,373,1506908
2004,Kansas,KS,"Bush, George W.",republican,736456,1187756
2004,Kansas,KS,"Kerry, John",democrat,434993,1187756
2004,Kansas,KS,"Nader, Ralph",reform party,9348,1187756
2004,Kansas,KS,"Badnarik, Michael",libertarian,4013,1187756
2004,Kansas,KS,"Peroutka, Michael",independent,2899,1187756
2004,Kansas,KS,Other,,47,1187756
2004,Kentucky,KY,"Bush, George W.",republican,1069439,1795882
2004,Kentucky,KY,"Kerry, John",democrat,712733,1795882
2004,Kentucky,KY,"Nader, Ralph",independent,8856,1795882
2004,Kentucky,KY,"Badnarik, Michael",libertarian,2619,1795882
2004,Kentucky,KY,"Peroutka, Michael",constitution party,2213,1795882
2004,Kentucky,KY,Other,,22,1795882
2004,Louisiana,LA,"Bush, George W.",republican,1102169,1943106
2004,Louisiana,LA,"Kerry, John",democrat,820299,1943106
2004,Louisiana,LA,"Nader, Ralph",independent,7032,1943106
2004,Louisiana,LA,"Peroutka, Michael",constitution party,5203,1943106
2004,Louisiana,LA,"Badnarik, Michael",libertarian,2781,1943106
2004,Louisiana,LA,"Brown, Walt",protecting working families,1795,1943106
2004,Louisiana,LA,"Amondson, Gene",prohibition,1566,1943106
2004,Louisiana,LA,"Cobb, David",green,1276,1943106
2004,Louisiana,LA,"Calero, Roger",socialist,985,1943106
2004,Maine,ME,"Kerry, John",democrat,396842,740752
2004,Maine,ME,"Bush, George W.",republican,330201,740752
2004,Maine,ME,"The Better Life,",independent,8069,740752
2004,Maine,ME,"Cobb, David",green,2936,740752
2004,Maine,ME,"Badnarik, Michael",libertarian,1965,740752
2004,Maine,ME,"Peroutka, Michael",constitution party,735,740752
2004,Maine,ME,Blank Vote/Scattering,,4,740752
2004,Maryland,MD,"Kerry, John",democrat,1334493,2384238
2004,Maryland,MD,"Bush, George W.",republican,1024703,2384238
2004,Maryland,MD,"Nader, Ralph",populist,11854,2384238
2004,Maryland,MD,"Badnarik, Michael",libertarian,6094,2384238
2004,Maryland,MD,"Cobb, David",green,3632,2384238
2004,Maryland,MD,"Peroutka, Michael",constitution party,3421,2384238
2004,Maryland,MD,Other,unaffiliated,34,2384238
2004,Maryland,MD,Other,democrat,7,2384238
2004,Massachusetts,MA,"Kerry, John",democrat,1803800,2927455
2004,Massachusetts,MA,"Bush, George W.",republican,1071109,2927455
2004,Massachusetts,MA,Blank Vote/Scattering,,15067,2927455
2004,Massachusetts,MA,"Badnarik, Michael",libertarian,15022,2927455
2004,Massachusetts,MA,"Cobb, David",green-rainbow,10623,2927455
2004,Massachusetts,MA,Other,,7028,2927455
2004,Massachusetts,MA,"Nader, Ralph",independent,4806,2927455
2004,Michigan,MI,"Kerry, John",democrat,2479183,4839252
2004,Michigan,MI,"Bush, George W.",republican,2313746,4839252
2004,Michigan,MI,"Nader, Ralph",no party affiliation,24035,4839252
2004,Michigan,MI,"Badnarik, Michael",libertarian,10552,4839252
2004,Michigan,MI,"Cobb, David",green,5325,4839252
2004,Michigan,MI,"Peroutka, Michael",u.s. taxpayers party,4980,4839252
2004,Michigan,MI,"Brown, Walt",natural law,1431,4839252
2004,Minnesota,MN,"Kerry, John",democratic-farmer-labor,1445014,2828387
2004,Minnesota,MN,"Bush, George W.",republican,1346695,2828387
